FID,API,API10,CompanyNam,County,Latitude,Longitude,Owner,OwnerName2,PermitDate,Township,WellName,WellNumber,WellStatus,meta_sourc,AltName_20,CompanyN_1,Vol_InDist,Vol_OutDis,AltName_21,CompanyN_2,Vol_InDi_1,Vol_OutD_1,AltName_22,CompanyN_3,Vol_InDi_2,Vol_OutD_2,AltName_23,CompanyN_4,Vol_InDi_3,Vol_OutD_3,AltName_24,CompanyN_5,Vol_InDi_4,Vol_OutD_4,AltName_25,CompanyN_6,Vol_InDi_5,Vol_OutD_5,AltName_26,CompanyN_7,Vol_InDi_6,Vol_OutD_6,AltName_27,CompanyN_8,Vol_InDi_7,Vol_OutD_7,AltName_28,CompanyN_9,Vol_InDi_8,Vol_OutD_8,AltName_29,Company_10,Vol_InDi_9,Vol_OutD_9,AltName_30,Company_11,Vol_InD_10,Vol_Out_10,AltName_31,Company_12,Vol_InD_11,Vol_Out_11,AltName_32,Company_13,Vol_InD_12,Vol_Out_12,AltName_33,Company_14,Vol_InD_13,Vol_Out_13,AltName_34,Company_15,Vol_InD_14,Vol_Out_14,AltName_35,Company_16,Vol_InD_15,Vol_Out_15,AltName_36,Company_17,Vol_InD_16,Vol_Out_16,AltName_37,Company_18,Vol_InD_17,Vol_Out_17,AltName_38,Company_19,Vol_InD_18,Vol_Out_18,AltName_39,Company_20,Vol_InD_19,Vol_Out_19,AltName_40,Company_21,Vol_InD_20,Vol_Out_20,AltName_41,Company_22,Vol_InD_21,Vol_Out_21,AltName_42,Company_23,Vol_InD_22,Vol_Out_22,AltName_43,Company_24,Vol_InD_23,Vol_Out_23,AltName_44,Company_25,Vol_InD_24,Vol_Out_24,AltName_45,Company_26,Vol_InD_25,Vol_Out_25,AltName_46,Company_27,Vol_InD_26,Vol_Out_26,AltName_47,Company_28,Vol_InD_27,Vol_Out_27,AltName_48,Company_29,Vol_InD_28,Vol_Out_28,AltName_49,Company_30,Vol_InD_29,Vol_Out_29,AltName_50,Company_31,Vol_InD_30,Vol_Out_30,AltName_51,Company_32,Vol_InD_31,Vol_Out_31,AltName_52,Company_33,Vol_InD_32,Vol_Out_32,AltName_53,Company_34,Vol_InD_33,Vol_Out_33,AltName_54,Company_35,Vol_InD_34,Vol_Out_34,AltName_55,Company_36,Vol_InD_35,Vol_Out_35,AltName_56,Company_37,Vol_InD_36,Vol_Out_36,AltName_57,Company_38,Vol_InD_37,Vol_Out_37,Total_In,Total_Out,Total
70,34100000000000,3412726595,"R.C. Poling Co., Inc.",PERRY,39.71826367,-82.30115611,R C POLING CO INC,.,.,JACKSON,RUSHCREEK PARTNERS ETAL. {SWIW #5}     1,.,AI,SWD-july2018,.,"R.C. Poling Co., Inc.",48014,75,.,"R.C. Poling Co., Inc.",45128,1440,.,"R.C. Poling Co., Inc.",36622,11750,.,"R.C. Poling Co., Inc.",43354,2405,.,"R.C. Poling Co., Inc.",33863,22180,.,"R.C. Poling Co., Inc.",34219,50344,.,"R.C. Poling Co., Inc.",48115,42804,.,"R.C. Poling Co., Inc.",46822,2050,.,"R.C. Poling Co., Inc.",38293,3750,.,"R.C. Poling Co., Inc.",44348,4455,Junction City Disposal Well,"R.C. Poling Co., Inc.",38196,3070,Junction City Disposal Well,"R.C. Poling Co., Inc.",40997,4790,Junction City Disposal Well,"R.C. Poling Co., Inc.",53916,1550,Junction City Disposal Well,"R.C. Poling Co., Inc.",53284,3315,Junction City Disposal Well,"R.C. Poling Co., Inc.",33372,3760,Junction City Disposal Well,"R.C. Poling Co., Inc.",33196,410,Junction City Disposal Well,"R.C. Poling Co., Inc.",10343,0,Junction City Disposal Well,"R.C. Poling Co., Inc.",4337,0,Junction City Disposal Well,"R.C. Poling Co., Inc.",15389,0,Junction City Disposal Well,"R.C. Poling Co., Inc.",25552,430,Junction City Disposal Well,"R.C. Poling Co., Inc.",23171,730,Junction City Disposal Well,"R.C. Poling Co., Inc.",26762,200,Junction City,"R.C. Poling Co., Inc.",23907,195,Junction City,"R.C. Poling Co., Inc.",22175,110,Junction City,"R.C. Poling Co., Inc.",22889,0,Junction City,"R.C. Poling Co., Inc.",21881,0,Junction City,"R.C. Poling Co., Inc.",22313,0,Junction City,"R.C. Poling Co., Inc.",19842,0,Junction City,"R.C. Poling Co., Inc.",17417,0,Junction City,"R.C. Poling Co., Inc.",19917,104,.,"R.C. Poling Co., Inc.",17252,195,.,"R.C. Poling Co., Inc.",19004,85,.,"R.C. Poling Co., Inc.",16327,0,.,"R.C. Poling Co., Inc.",15085,0,.,"R.C. Poling Co., Inc.",11626,100,.,"R.C. Poling Co., Inc.",15814,0,.,"R.C. Poling Co., Inc.",0,0,.,"R.C. Poling Co., Inc.",0,0,1110468,204657,1315125
71,34100000000000,3411522150,Oxford Oil Company,MORGAN,39.72296992,-81.89907716,ECLIPSE RESOURCES-OHIO LLC,.,6/16/2014 0:00,BLOOM,CHRISTIANSEN RICHARD (SWIW#14),1,.,ODNR Permit scrape,.,Oxford Oil Company,4633,0,.,Oxford Oil Company,3334,0,.,Oxford Oil Company,2438,0,.,Oxford Oil Company,4441,0,.,Oxford Oil Company,3932,0,.,Oxford Oil Company,4033,0,.,Oxford Oil Company,3131,0,.,Oxford Oil Company,4331,0,.,Oxford Oil Company,4738,0,.,Oxford Oil Company,3851,0,.,Oxford Oil Company,2593,0,.,Oxford Oil Company,4023,0,.,Oxford Oil Company,3290,0,.,Oxford Oil Company,0,0,Oxford,Eclipse Resources Ohio LLC,0,0,Eclipse,Oxford Oil Company,85,0,ECLIPSE,Oxford Oil Company,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,56717,0,56717
72,34100000000000,3411522527,M & R Investments,MORGAN,39.73226649,-81.92676885,M & R INVESTMENTS OHIO LLC,.,.,YORK,PENNSYLVANIA FARMS{SWIW#19}     1,.,AI,SWD-july2018,.,Deep Resources LLC,1990,0,.,Deep Resources LLC,0,0,.,Deep Resources LLC,0,0,.,Deep Resources LLC,0,0,.,Deep Resources LLC,210,0,.,Diversified Resources Ohio,840,0,.,M & R Investments,0,0,.,M&R Investments,580,0,.,M&R Investments,720,0,.,M&R Investments,650,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,0,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,1150,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,280,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,0,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,200,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,0,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,0,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,0,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,573,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,120,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,1330,0,Diversified Resources Ohio Inc./ Deep Resources,M & R Investments,2170,0,.,M & R Investments,2270,0,.,M & R Investments,2450,0,.,M & R Investments,2590,0,.,M & R Investments,2730,0,.,M & R Investments,1960,0,.,M & R Investments,1120,0,.,M & R Investments,1450,0,.,M & R Investments,1330,0,.,M & R Investments,0,0,.,M & R Investments,364,0,.,M & R Investments,890,0,.,M & R Investments,1292,0,.,M & R Investments,1246,0,.,M & R Investments,1283,0,.,M & R Investments,0,0,.,M & R Investments,0,0,32208,0,32208
73,34100000000000,3411520432,Temple Oil & Gas Company,MORGAN,39.73750917,-81.98830873,TEMPLE OIL & GAS CO,.,.,YORK,SMITH-SWYSTER {SWIW#15}     J-1,.,AI,SWD-july2018,.,Temple Oil & Gas Company,7618,0,.,Temple Oil & Gas Company,8759,0,.,Temple Oil & Gas Company,7303,0,.,Temple Oil & Gas Company,7618,0,.,Temple Oil & Gas Company,8619,0,.,Temple Oil & Gas Company,7994,0,.,Temple Oil & Gas Company,8866,0,.,Temple Oil & Gas Company,9203,0,.,Temple Oil & Gas Company,8696,0,.,Temple Oil & Gas Company,9052,0,.,Temple Oil & Gas Company,8051,0,.,Temple Oil & Gas Company,9526,0,.,Temple Oil & Gas Company,8655,0,.,Temple Oil & Gas Company,9153,0,.,Temple Oil & Gas Company,6570,0,.,Temple Oil & Gas Company,10722,0,.,Temple Oil & Gas Company,7402,0,.,Temple Oil & Gas Company,12002,0,.,Temple Oil & Gas Company,8011,0,.,Temple Oil & Gas Company,10506,0,.,Temple Oil & Gas Company,9751,0,.,Temple Oil & Gas Company,12168,0,.,Temple Oil & Gas Company,9680,0,.,Temple Oil & Gas Company,7108,0,.,Temple Oil & Gas Company,8350,0,.,Temple Oil & Gas Company,7215,0,.,Temple Oil & Gas Company,6503,0,.,Temple Oil & Gas Company,5655,0,.,Temple Oil & Gas Company,2025,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,.,Temple Oil & Gas Company,0,0,260019,0,260019
74,34100000000000,3412122459,SES Assets LLC,NOBLE,39.74640747,-81.59961216,SELECT ENERGY SERVICES LLC,.,.,SHARON,H. DUDLEY {SWIW #1}     1,.,AI,SWD-july2018,.,SES Assets LLC,320,23950,.,SES Assets LLC,852,20945,.,SES Assets LLC,367,27435,.,SES Assets LLC,392,37529,.,SES Assets LLC,724,42902,.,SES Assets LLC,0,32006,.,SES Assets LLC,737,19813,.,SES Assets LLC,1823,8102,.,SES Assets LLC,3510,51457,.,SES Assets LLC,9300,35995,Select Tank Trucks,SES Assets LLC,38474,7193,Select Tank Trucks,SES Assets LLC,35686,20398,Select Tank Trucks,SES Assets LLC,39665,20368,Select Tank Trucks,SES Assets LLC,17053,42135,Select Tank Trucks,SES Assets LLC,15640,45108,Select Tank Trucks,SES Assets LLC,7270,45472,Select Tank Trucks,SES Assets LLC,21546,29807,Select Tank Trucks,SES Assets LLC,29215,18735,Select Tank Trucks,SES Assets LLC,10356,23793,Select Tank Trucks,SES Assets LLC,5141,31950,Select Tank Trucks,SES Assets LLC,1584,540,Select Tank Trucks,SES Assets LLC,0,0,.,SES Assets LLC,1784,20088,.,SES Assets LLC,21830,36131,.,SES Assets LLC,52910,21865,.,SES Assets LLC,51184,5289,.,SES Assets LLC,48287,0,.,SES Assets LLC,28469,0,.,SES Assets LLC,12308,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,Buckshot Disposal,123018,0,.,SES Assets LLC,136084,0,.,SES Assets LLC,100955,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,817932,754810,1572742
75,34100000000000,3411928531,"Robert W. Orr, Jr.",MUSKINGUM,39.76806083,-81.98221404,ORR ROBERT W JR,.,.,BRUSH CREEK,GIST SHIRLEY(SWIW #24)     5-D,.,AI,SWD-july2018,.,"Robert W. Orr, Jr.",2191,0,.,"Robert W. Orr, Jr.",1922,0,.,"Robert W. Orr, Jr.",1970,0,.,"Robert W. Orr, Jr.",1964,0,.,"Robert W. Orr, Jr.",2659,0,.,"Robert W. Orr, Jr.",3275,0,.,"Robert W. Orr, Jr.",3469,0,.,"Robert W. Orr, Jr.",3178,0,.,"Robert W. Orr, Jr.",4313,0,.,"Robert W. Orr, Jr.",5885,0,ORR Petroleum,"Robert W. Orr, Jr.",4699,0,ORR Petroleum,"Robert W. Orr, Jr.",5312,0,ORR Petroleum,"Robert W. Orr, Jr.",4938,0,ORR Petroleum,"Robert W. Orr, Jr.",4102,0,ORR Petroleum,"Robert W. Orr, Jr.",2745,0,ORR Petroleum,"Robert W. Orr, Jr.",3801,0,ORR Petroleum/ Cambrian Well Services,"Robert W. Orr, Jr.",3545,0,ORR Petroleum,"Robert W. Orr, Jr.",2741,0,CAMBRIAN WELL SERVICES,"Robert W. Orr, Jr.",1686,0,ORR Petroleum,"Robert W. Orr, Jr.",2360,0,ORR Petroleum/ Cambrian Well Services,"Robert W. Orr, Jr.",2673,0,ORR Petroleum,"Robert W. Orr, Jr.",2917,0,.,"Robert W. Orr, Jr.",2430,0,.,"Robert W. Orr, Jr.",2624,0,.,"Robert W. Orr, Jr.",2375,0,.,"Robert W. Orr, Jr.",3318,0,.,"Robert W. Orr, Jr.",3999,0,.,"Robert W. Orr, Jr.",4054,0,.,"Robert W. Orr, Jr.",2933,0,.,"Robert W. Orr, Jr.",2852,0,.,"Robert W. Orr, Jr.",2625,0,.,"Robert W. Orr, Jr.",2905,0,.,"Robert W. Orr, Jr.",2949,0,.,"Robert W. Orr, Jr.",2764,0,.,"Robert W. Orr, Jr.",2743,0,.,"Robert W. Orr, Jr.",2860,0,.,"Robert W. Orr, Jr.",0,0,.,"Robert W. Orr, Jr.",0,0,119094,0,119094
76,34100000000000,3411924439,J.M. Adams Roustabout. Inc,MUSKINGUM,39.77060083,-81.81555888,J M ADAMS  ROUSTABOUT PIPE,.,.,BLUE ROCK,ROGERS & ROSEN (SWIW #17)     8,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,J.M. Adams Roustabout,240,0,.,J.M. Adams Roustabout. Inc,4524,0,.,J.M. Adams Roustabout. Inc,3914,0,.,JM Adams Roustabout,5921,0,.,JM Adams Roustabout,5466,0,.,J.M. Adams Roustabout. Inc,4737,0,.,J.M. Adams Roustabout. Inc,9449,0,.,J.M. Adams Roustabout. Inc,9327,0,.,J.M. Adams Roustabout. Inc,8394,0,.,J.M. Adams Roustabout. Inc,4859,0,.,J.M. Adams Roustabout. Inc,8735,0,.,J.M. Adams Roustabout. Inc,7925,0,.,J.M. Adams Roustabout. Inc,8969,0,.,J.M. Adams Roustabout. Inc,4079,0,.,J.M. Adams Roustabout. Inc,7697,0,.,J.M. Adams Roustabout. Inc,3987,0,.,J.M. Adams Roustabout. Inc,5330,0,.,J.M. Adams Roustabout. Inc,4277,0,.,J.M. Adams Roustabout. Inc,3852,0,.,J.M. Adams Roustabout. Inc,4491,0,.,J.M. Adams Roustabout. Inc,4615,0,.,J.M. Adams Roustabout. Inc,3645,0,.,J.M. Adams Roustabout. Inc,4364,0,.,J.M. Adams Roustabout. Inc,1275,0,.,J.M. Adams Roustabout. Inc,365,0,.,J.M. Adams Roustabout. Inc,180,0,.,J.M. Adams Roustabout. Inc,150,0,.,J.M. Adams Roustabout. Inc,190,0,.,J.M. Adams Roustabout. Inc,608,0,.,J.M. Adams Roustabout. Inc,0,0,.,J.M. Adams Roustabout. Inc,0,0,.,J.M. Adams Roustabout. Inc,0,0,.,J.M. Adams Roustabout. Inc,0,0,131565,0,131565
77,34100000000000,3412123390,Carper Well Service Inc.,NOBLE,39.77730067,-81.54697869,CARPER WELL SERVICE INC.,.,.,NOBLE,BRYAN-SMITH INC. UNIT {SWIW #3}     1,.,AI,SWD-july2018,.,Carper Well Service Inc.,140,0,.,Carper Well Service Inc.,3811,12430,.,Carper Well Service Inc.,6164,25387,.,Carper Well Service Inc.,0,420,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,1608,0,.,Carper Well Service Inc.,63559,998,.,Carper Well Service Inc.,56651,241,.,Carper Well Service Inc.,47670,269,.,Carper Well Service Inc.,16653,10798,.,Carper Well Service Inc.,66398,12609,.,Carper Well Service Inc.,56665,3081,.,Carper Well Service Inc.,42094,9675,.,Carper Well Service Inc.,51523,5363,.,Carper Well Service Inc.,66641,124,.,Carper Well Service Inc.,73512,0,.,Carper Well Service Inc.,46846,3596,.,Carper Well Service Inc.,56059,12460,.,Carper Well Service Inc.,45712,3967,.,Carper Well Service Inc.,55473,570,.,Carper Well Service Inc.,54347,15031,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,811525,117020,928545
78,34100000000000,3412920157,"Cortland Energy Co., Inc.",PICKAWAY,39.78816826,-82.89844499,CORTLAND ENERGY CO INC,.,.,MADISON,MCCRAY FARMS-D. STRAWSER (SWIW#8)     1,.,AI,SWD-july2018,.,"Cortland Energy Co., Inc.",21591,0,.,"Cortland Energy Co., Inc.",4050,0,.,"Cortland Energy Co., Inc.",4152,0,.,"Cortland Energy Co., Inc.",0,0,.,"Cortland Energy Co., Inc.",6840,0,.,"Cortland Energy Co., Inc.",4151,0,.,"Cortland Energy Co., Inc.",3962,110,.,"Cortland Energy Co., Inc.",589,1240,.,"Cortland Energy Co., Inc.",4530,0,.,"Cortland Energy Co., Inc.",2931,0,.,"Cortland Energy Co., Inc.",1853,0,.,"Cortland Energy Co., Inc.",5276,0,.,"Cortland Energy Co., Inc.",4959,0,.,"Cortland Energy Co., Inc.",3402,0,.,"Cortland Energy Co., Inc.",2250,0,.,"Cortland Energy Co., Inc.",2990,0,.,"Cortland Energy Co., Inc.",5054,0,.,"Cortland Energy Co., Inc.",14091,0,.,"Cortland Energy Co., Inc.",18083,0,.,"Cortland Energy Co., Inc.",8810,0,.,"Cortland Energy Co., Inc.",3546,0,.,"Cortland Energy Co., Inc.",4360,0,.,"Cortland Energy Co., Inc.",6002,0,.,"Cortland Energy Co., Inc.",5111,0,.,"Cortland Energy Co., Inc.",6805,0,.,"Cortland Energy Co., Inc.",6317,0,.,"Cortland Energy Co., Inc.",5954,495,.,"Cortland Energy Co., Inc.",0,0,.,"Cortland Energy Co., Inc.",920,0,.,"Cortland Energy Co., Inc.",1990,0,.,"Cortland Energy Co., Inc.",3605,0,.,"Cortland Energy Co., Inc.",4050,0,.,"Cortland Energy Co., Inc.",3843,0,.,"Cortland Energy Co., Inc.",4251,0,.,"Cortland Energy Co., Inc.",0,0,.,"Cortland Energy Co., Inc.",152,0,.,"Cortland Energy Co., Inc.",0,0,.,"Cortland Energy Co., Inc.",0,0,190150,1845,191995
79,34100000000000,3405920965,SES Assets LLC,GUERNSEY,39.91402532,-81.55699331,SELECT ENERGY SERVICES LLC,.,.,VALLEY,SLIFKO    {SWIW # 10}     1,.,AI,SWD-july2018,.,SES Assets LLC,1887,213,.,SES Assets LLC,1077,634,.,SES Assets LLC,890,847,.,SES Assets LLC,1235,205,.,SES Assets LLC,1369,1593,.,SES Assets LLC,1672,10508,.,SES Assets LLC,1347,4194,.,SES Assets LLC,108,59359,.,SES Assets LLC,1859,12263,.,SES Assets LLC,3103,3947,Select Tank Trucks,SES Assets LLC,5311,813,Select Tank Trucks,SES Assets LLC,7107,5241,Select Tank Trucks,SES Assets LLC,4997,10007,Select Tank Trucks,SES Assets LLC,2549,18240,Select Tank Trucks,SES Assets LLC,2802,15496,Select Tank Trucks,SES Assets LLC,745,9878,Select Tank Trucks,SES Assets LLC,257,27764,Select Tank Trucks,SES Assets LLC,909,19316,Select Tank Trucks,SES Assets LLC,5823,8894,Select Tank Trucks,SES Assets LLC,1083,12709,Select Tank Trucks,SES Assets LLC,4114,1404,Select Tank Trucks,SES Assets LLC,2676,0,.,SES Assets LLC,2260,0,.,SES Assets LLC,1986,20035,.,SES Assets LLC,272,26960,.,SES Assets LLC,10854,1700,.,SES Assets LLC,9767,0,.,SES Assets LLC,4129,0,.,SES Assets LLC,1476,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,Buckshot Disposal,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,.,SES Assets LLC,0,0,86402,275406,361808
80,34100000000000,3405922688,"Bulldog Energy Services, LLC",GUERNSEY,39.91941304,-81.50304608,DOVER ATWOOD CORP.,.,.,VALLEY,KOPOLKA LEWIS & SOPHIA  {SWIW#3}     1,.,AI,SWD-july2018,.,"Bulldog Energy Services, LLC",18772,0,.,"Bulldog Energy Services, LLC",19857,0,.,"Bulldog Energy Services, LLC",17655,0,.,"Bulldog Energy Services, LLC",19409,0,.,"Bulldog Energy Services, LLC",18391,0,.,"Bulldog Energy Services, LLC",21030,0,.,"Bulldog Energy Services, LLC",20540,0,.,"Bulldog Energy Services, LLC",16724,0,.,"Bulldog Energy Services, LLC",15747,0,.,"Bulldog Energy Services, LLC",19025,0,.,"Bulldog Energy Services, LLC",14382,0,.,"Bulldog Energy Services, LLC",14202,0,.,"Bulldog Energy Services, LLC",16067,0,.,"Bulldog Energy Services, LLC",13316,0,.,"Bulldog Energy Services, LLC",12566,0,.,"Bulldog Energy Services, LLC",15350,0,.,"Bulldog Energy Services, LLC",15463,0,.,"Bulldog Energy Services, LLC",13217,0,.,"Bulldog Energy Services, LLC",11511,0,.,"Bulldog Energy Services, LLC",9758,0,.,"Bulldog Energy Services, LLC",11124,0,.,"Bulldog Energy Services, LLC",12645,0,.,"Bulldog Energy Services, LLC",6183,0,.,"Bulldog Energy Services, LLC",6107,0,.,"Bulldog Energy Services, LLC",4641,0,.,"Bulldog Energy Services, LLC",3863,0,.,"Bulldog Energy Services, LLC",3458,0,.,"Bulldog Energy Services, LLC",5163,0,.,"Bulldog Energy Services, LLC",4921,0,.,"Bulldog Energy Services, LLC",5414,0,.,"Bulldog Energy Services, LLC",4336,0,.,"Bulldog Energy Services, LLC",4956,0,.,"Bulldog Energy Services, LLC",4342,0,.,"Bulldog Energy Services, LLC",3963,0,.,"Bulldog Energy Services, LLC",3825,0,.,"Bulldog Energy Services, LLC",8983,0,.,"Bulldog Energy Services, LLC",0,0,.,"Bulldog Energy Services, LLC",0,0,453688,0,453688
81,34100000000000,3405924067,"David R. Hill, Inc.",GUERNSEY,39.94135677,-81.67364078,DAVID R HILL INC,.,.,WESTLAND,DEVCO UNIT(SWIW #11)     1,.,AI,SWD-july2018,.,"David R. Hill, Inc.",49969,19152,.,"David R. Hill, Inc.",46411,9345,.,"David R. Hill, Inc.",42221,27488,.,"David R. Hill, Inc.",50909,68961,.,"David R. Hill, Inc.",46575,83965,.,"David R. Hill, Inc.",59277,71539,.,"David R. Hill, Inc.",80036,78773,.,"David R. Hill, Inc.",70658,58538,.,"David R. Hill, Inc.",63481,63877,.,"David R. Hill, Inc.",95541,84422,.,"David R. Hill, Inc.",51052,48926,.,"David R. Hill, Inc.",61447,69696,.,"David R. Hill, Inc.",69351,89336,.,"David R. Hill, Inc.",95419,43569,.,"David R. Hill, Inc.",67741,39226,.,"David R. Hill, Inc.",73729,22226,.,"David R. Hill, Inc.",97138,93567,.,"David R. Hill, Inc.",82248,39443,.,"David R. Hill, Inc.",112015,39416,.,"David R. Hill, Inc.",113659,68651,.,"David R. Hill, Inc.",75124,40947,.,"David R. Hill, Inc.",65654,47192,.,"David R. Hill, Inc.",50869,125871,.,"David R. Hill, Inc.",107484,61508,.,"David R. Hill, Inc.",106688,6063,.,"David R. Hill, Inc.",103190,7372,.,"David R. Hill, Inc.",111830,655,.,"David R. Hill, Inc.",93041,36512,.,"David R. Hill, Inc.",89088,41272,.,"David R. Hill, Inc.",165518,1645,.,"David R. Hill, Inc.",170291,11405,.,"David R. Hill, Inc.",174763,12242,.,"David R. Hill, Inc.",269292,2026,.,"David R. Hill, Inc.",238838,261,.,"David R. Hill, Inc.",179567,87,.,"David R. Hill, Inc.",197848,0,.,"David R. Hill, Inc.",0,0,.,"David R. Hill, Inc.",0,0,3721112,1683104,5404215
82,34100000000000,3405924188,"David R. Hill, Inc.",GUERNSEY,39.94601824,-81.66509639,DAVID R HILL INC,.,.,WESTLAND,MITCHELL (SWIW #13)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,"David R. Hill, Inc.",0,0,.,"David R. Hill, Inc.",0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0,0
83,34100000000000,3411927350,"Mesh, Ltd.",MUSKINGUM,39.94698022,-82.05329061,MESH LTD,.,.,FALLS,KENT {SWIW #18}     1,.,AI,SWD-july2018,.,"Mesh, Ltd.",16284,280,.,"Mesh, Ltd.",21377,0,.,"Mesh, Ltd.",20658,0,.,"Mesh, Ltd.",27547,14485,.,"Mesh, Ltd.",50614,21785,.,"Mesh, Ltd.",28801,46865,.,"Mesh, Ltd.",26315,29033,.,"Mesh, Ltd.",12165,27050,.,"Mesh, Ltd.",29125,510,.,"Mesh, Ltd.",81119,0,.,"Mesh, Ltd.",63246,0,.,"Mesh, Ltd.",69621,0,.,"Mesh, Ltd.",47981,0,.,"Mesh, Ltd.",74073,0,lydic,"Mesh, Ltd.",45078,0,LYDIC ENERGY,"Mesh, Ltd.",64612,132,.,"Mesh, Ltd.",62173,0,.,"Mesh, Ltd.",60023,0,lydic,"Mesh, Ltd.",58591,0,LYDIC ENERGY,"Mesh, Ltd.",58959,0,.,"Mesh, Ltd.",57737,0,.,"Mesh, Ltd.",42207,0,.,"Mesh, Ltd.",35471,0,.,"Mesh, Ltd.",32479,0,.,"Mesh, Ltd.",30300,0,.,"Mesh, Ltd.",25616,0,.,"Mesh, Ltd.",24105,0,.,"Mesh, Ltd.",10712,0,.,"Mesh, Ltd.",20063,0,.,"Mesh, Ltd.",14566,0,.,"Mesh, Ltd.",26473,175,.,"Mesh, Ltd.",35871,0,.,"Mesh, Ltd.",31724,0,.,"Mesh, Ltd.",35664,0,.,"Mesh, Ltd.",23543,0,.,"Mesh, Ltd.",24830,0,.,"Mesh, Ltd.",0,0,.,"Mesh, Ltd.",0,0,1490951,183885,1674836
